index	name	height	weight	description	image
153	Bayleef	3' 11"	34.8	Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/153.png
154	Meganium	5' 11"	221.6	The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/154.png
155	Cyndaquil	1' 08"	17.4	Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/155.png
156	Quilava	2' 11"	41.9	Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/156.png
157	Typhlosion	5' 07"	175.3	Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/157.png
158	Totodile	2' 00"	20.9	Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/158.png
159	Croconaw	3' 07"	55.1	Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/159.png
160	Feraligatr	7' 07"	195.8	Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/160.png
161	Sentret	2' 07"	13.2	When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/161.png
162	Furret	5' 11"	71.7	Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/162.png
163	Hoothoot	2' 04"	46.7	It always stands on one foot. It changes feet so fast, the movement can rarely be seen.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/163.png
164	Noctowl	5' 03"	89.9	Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/164.png
165	Ledyba	3' 03"	23.8	This Pokémon is very sensitive to cold. In the warmth of Alola, it appears quite lively.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/165.png
166	Ledian	4' 07"	78.5	It’s said that the patterns on its back are related to the stars in the night sky, but the details of that relationship remain unclear.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/166.png
167	Spinarak	1' 08"	18.7	With threads from its mouth, it fashions sturdy webs that won’t break even if you set a rock on them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/167.png
168	Ariados	3' 07"	73.9	Every night, it wanders around in search of prey, whose movements it restrains by spewing threads before it bites into them with its fangs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/168.png
169	Crobat	5' 11"	165.3	Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/169.png
170	Chinchou	1' 08"	26.5	Its antennae, which evolved from a fin, have both positive and negative charges flowing through them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/170.png
171	Lanturn	3' 11"	49.6	The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/171.png
172	Pichu	1' 00"	4.4	Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/172.png
173	Cleffa	1' 00"	6.6	According to local rumors, Cleffa are often seen in places where shooting stars have fallen.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/173.png
174	Igglybuff	1' 00"	2.2	Igglybuff loves to sing. Its marshmallow-like body gives off a faint sweet smell.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/174.png
175	Togepi	1' 00"	3.3	The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/175.png
176	Togetic	2' 00"	7.1	They say that it will appear before kindhearted, caring people and shower them with happiness.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/176.png
177	Natu	0' 08"	4.4	It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/177.png
178	Xatu	4' 11"	33.1	They say that it stays still and quiet because it is seeing both the past and future at the same time.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/178.png
179	Mareep	2' 00"	17.2	Clothing made from Mareep’s fleece is easily charged with static electricity, so a special process is used on it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/179.png
180	Flaaffy	2' 07"	29.3	In the places on its body where fleece doesn’t grow, its skin is rubbery and doesn’t conduct electricity. Those spots are safe to touch.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/180.png
181	Ampharos	4' 07"	135.6	The light from its tail can be seen from space. This is why you can always tell exactly where it is, which is why it usually keeps the light off.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/181.png
182	Bellossom	1' 04"	12.8	Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/182.png
183	Marill	1' 04"	18.7	This Pokémon uses its round tail as a float. The ball of Marill’s tail is filled with nutrients that have been turned into an oil.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/183.png
184	Azumarill	2' 07"	62.8	It spends most of its time in the water. On sunny days, Azumarill floats on the surface of the water and sunbathes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/184.png
185	Sudowoodo	3' 11"	83.8	If a tree branch shakes when there is no wind, it’s a Sudowoodo, not a tree. It hides from the rain.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/185.png
186	Politoed	3' 07"	74.7	At nightfall, these Pokémon appear on the shores of lakes. They announce their territorial claims by letting out cries that sound like shouting.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/186.png
187	Hoppip	1' 04"	1.1	This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/187.png
188	Skiploom	2' 00"	2.2	Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/188.png
189	Jumpluff	2' 07"	6.6	Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/189.png
190	Aipom	2' 07"	25.4	As it did more and more with its tail, its hands became clumsy. It makes its nest high in the treetops.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/190.png
191	Sunkern	1' 00"	4.0	Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/191.png
192	Sunflora	2' 07"	18.7	Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/192.png
193	Yanma	3' 11"	83.8	Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/193.png
194	Wooper	1' 04"	18.7	This Pokémon lives in cold water. It will leave the water to search for food when it gets cold outside.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/194.png
195	Quagsire	4' 07"	165.3	It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/195.png
196	Espeon	2' 11"	58.4	By reading air currents, it can predict things such as the weather or its foe’s next move.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/196.png
197	Umbreon	3' 03"	59.5	When this Pokémon becomes angry, its pores secrete a poisonous sweat, which it sprays at its opponent’s eyes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/197.png
198	Murkrow	1' 08"	4.6	It has a weakness for shiny things. It’s been known to sneak into the nests of Gabite—noted collectors of jewels—in search of treasure.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/198.png
199	Slowking	6' 07"	175.3	Miraculously, this former Slowpoke’s latent intelligence was drawn out when Shellder poison raced through its brain.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/199.png
200	Misdreavus	2' 04"	2.2	What gives meaning to its life is surprising others. If you set your ear against the red orbs around its neck, you can hear shrieking.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/200.png
